County,State,Cluster_idx
Whitley,Kentucky,10
Wolfe,Kentucky,0
Woodford,Kentucky,8
Acadia,Louisiana,1
Allen,Louisiana,1
Ascension,Louisiana,6
Assumption,Louisiana,5
Avoyelles,Louisiana,5
Beauregard,Louisiana,2
Bienville,Louisiana,1
Bossier,Louisiana,5
Caddo,Louisiana,6
Calcasieu,Louisiana,5
Caldwell,Louisiana,10
Cameron,Louisiana,10
Catahoula,Louisiana,1
Claiborne,Louisiana,5
Concordia,Louisiana,1
De Soto,Louisiana,6
East Baton Rouge,Louisiana,6
East Carroll,Louisiana,10
East Feliciana,Louisiana,6
Evangeline,Louisiana,8
Franklin,Louisiana,1
Grant,Louisiana,8
Iberia,Louisiana,6
Iberville,Louisiana,6
Jackson,Louisiana,6
Jefferson,Louisiana,6
Jefferson Davis,Louisiana,5
Lafayette,Louisiana,2
Lafourche,Louisiana,6
LaSalle,Louisiana,8
Lincoln,Louisiana,5
Livingston,Louisiana,5
Madison,Louisiana,10
Morehouse,Louisiana,1
Natchitoches,Louisiana,5
Orleans,Louisiana,6
Ouachita,Louisiana,1
Plaquemines,Louisiana,6
Pointe Coupee,Louisiana,6
Rapides,Louisiana,1
Red River,Louisiana,6
Richland,Louisiana,2
Sabine,Louisiana,8
St. Bernard,Louisiana,6
St. Charles,Louisiana,6
St. Helena,Louisiana,3
St. James,Louisiana,1
St. John the Baptist,Louisiana,6
St. Landry,Louisiana,6
St. Martin,Louisiana,6
St. Mary,Louisiana,6
St. Tammany,Louisiana,6
Tangipahoa,Louisiana,5
Tensas,Louisiana,10
Terrebonne,Louisiana,6
Union,Louisiana,1
Vermilion,Louisiana,2
Vernon,Louisiana,2
Washington,Louisiana,1
Webster,Louisiana,1
West Baton Rouge,Louisiana,6
West Carroll,Louisiana,10
West Feliciana,Louisiana,5
Winn,Louisiana,1
Androscoggin,Maine,2
Aroostook,Maine,12
Cumberland,Maine,3
Franklin,Maine,8
Hancock,Maine,9
Kennebec,Maine,2
Knox,Maine,10
Lincoln,Maine,10
Oxford,Maine,10
Penobscot,Maine,12
Piscataquis,Maine,10
Sagadahoc,Maine,12
Somerset,Maine,10
Waldo,Maine,5
Washington,Maine,10
York,Maine,8
Allegany,Maryland,2
Anne Arundel,Maryland,1
Baltimore,Maryland,5
Calvert,Maryland,3
Caroline,Maryland,10
Carroll,Maryland,1
Cecil,Maryland,3
Charles,Maryland,6
Dorchester,Maryland,3
Frederick,Maryland,1
Garrett,Maryland,10
Harford,Maryland,3
Howard,Maryland,3
Kent,Maryland,6
Montgomery,Maryland,1
Prince George's,Maryland,1
Queen Anne's,Maryland,3
St. Mary's,Maryland,3
Somerset,Maryland,8
Talbot,Maryland,2
Washington,Maryland,2
Wicomico,Maryland,1
Worcester,Maryland,2
Baltimore City,Maryland,1
Barnstable,Massachusetts,5
Berkshire,Massachusetts,5
Bristol,Massachusetts,6
Dukes,Massachusetts,0
Essex,Massachusetts,6
Franklin,Massachusetts,6
Hampden,Massachusetts,6
Hampshire,Massachusetts,6
Middlesex,Massachusetts,6
Nantucket,Massachusetts,0
Norfolk,Massachusetts,6
Plymouth,Massachusetts,6
Suffolk,Massachusetts,6
Worcester,Massachusetts,6
Alcona,Michigan,2
Alger,Michigan,0
Allegan,Michigan,8
Alpena,Michigan,5
Antrim,Michigan,10
Arenac,Michigan,2
Baraga,Michigan,0
Barry,Michigan,8
Bay,Michigan,3
Benzie,Michigan,10
Berrien,Michigan,3
Branch,Michigan,3
Calhoun,Michigan,3
Cass,Michigan,2
Charlevoix,Michigan,8
Cheboygan,Michigan,8
Chippewa,Michigan,12
Clare,Michigan,2
Clinton,Michigan,2
Crawford,Michigan,5
Delta,Michigan,8
Dickinson,Michigan,2
Eaton,Michigan,2
Emmet,Michigan,2
Genesee,Michigan,6
Gladwin,Michigan,8
Gogebic,Michigan,2
Grand Traverse,Michigan,2
Gratiot,Michigan,3
Hillsdale,Michigan,6
Houghton,Michigan,10
Huron,Michigan,8
Ingham,Michigan,2
Ionia,Michigan,3
Iosco,Michigan,1
Iron,Michigan,0
Isabella,Michigan,5
Jackson,Michigan,5
Kalamazoo,Michigan,3
Kalkaska,Michigan,3
Kent,Michigan,1
Keweenaw,Michigan,0
Lake,Michigan,10
Lapeer,Michigan,5
Leelanau,Michigan,10
Lenawee,Michigan,8
Livingston,Michigan,2
Luce,Michigan,10
Mackinac,Michigan,10
Macomb,Michigan,6
Manistee,Michigan,8
Marquette,Michigan,2
Mason,Michigan,10
Mecosta,Michigan,3
Menominee,Michigan,10
Midland,Michigan,2
Missaukee,Michigan,1
Monroe,Michigan,3
Montcalm,Michigan,7
Montmorency,Michigan,10
Muskegon,Michigan,1
Newaygo,Michigan,10
Oakland,Michigan,6
Oceana,Michigan,1
Ogemaw,Michigan,12
Ontonagon,Michigan,0
Osceola,Michigan,10
Oscoda,Michigan,8
Otsego,Michigan,5
Ottawa,Michigan,3
Presque Isle,Michigan,10
Roscommon,Michigan,10
Saginaw,Michigan,6
St. Clair,Michigan,2
St. Joseph,Michigan,2
Sanilac,Michigan,2
Schoolcraft,Michigan,10
Shiawassee,Michigan,5
Tuscola,Michigan,1
Van Buren,Michigan,1
Washtenaw,Michigan,5
Wayne,Michigan,6
Wexford,Michigan,2
Aitkin,Minnesota,10
Anoka,Minnesota,3
Becker,Minnesota,10
Beltrami,Minnesota,10
Benton,Minnesota,2
Big Stone,Minnesota,10
Blue Earth,Minnesota,9
Brown,Minnesota,2
Carlton,Minnesota,10
Carver,Minnesota,8
Cass,Minnesota,8
Chippewa,Minnesota,9
Chisago,Minnesota,1
Clay,Minnesota,1
Clearwater,Minnesota,10
Cook,Minnesota,0
Cottonwood,Minnesota,10
Crow Wing,Minnesota,8
Dakota,Minnesota,3
Dodge,Minnesota,10
Douglas,Minnesota,10
Faribault,Minnesota,10
Fillmore,Minnesota,8
Freeborn,Minnesota,10
Goodhue,Minnesota,8
Grant,Minnesota,0
Hennepin,Minnesota,1
Houston,Minnesota,10
Hubbard,Minnesota,0
Isanti,Minnesota,10
Itasca,Minnesota,2
Jackson,Minnesota,10
Kanabec,Minnesota,0
Kandiyohi,Minnesota,8
Kittson,Minnesota,12
Koochiching,Minnesota,10
Lac qui Parle,Minnesota,10
Lake,Minnesota,0
Lake of the Woods,Minnesota,0
Le Sueur,Minnesota,9
Lincoln,Minnesota,10
Lyon,Minnesota,10
McLeod,Minnesota,10
Mahnomen,Minnesota,3
Marshall,Minnesota,10
Martin,Minnesota,1
Meeker,Minnesota,10
Mille Lacs,Minnesota,1
Morrison,Minnesota,10
Mower,Minnesota,8
Murray,Minnesota,10
Nicollet,Minnesota,1
Nobles,Minnesota,3
Norman,Minnesota,10
Olmsted,Minnesota,3
Otter Tail,Minnesota,10
Pennington,Minnesota,10
Pine,Minnesota,10
Pipestone,Minnesota,10
Polk,Minnesota,8
Pope,Minnesota,0
Ramsey,Minnesota,1
Red Lake,Minnesota,10
Redwood,Minnesota,10
Renville,Minnesota,10
Rice,Minnesota,1
Rock,Minnesota,10
Roseau,Minnesota,10
St. Louis,Minnesota,2
Scott,Minnesota,1
Sherburne,Minnesota,8
Sibley,Minnesota,10
Stearns,Minnesota,2
Steele,Minnesota,10
Stevens,Minnesota,0
Swift,Minnesota,10
Todd,Minnesota,10
Traverse,Minnesota,10
Wabasha,Minnesota,10
Wadena,Minnesota,10
Waseca,Minnesota,10
Washington,Minnesota,3
Watonwan,Minnesota,10
Wilkin,Minnesota,5
Winona,Minnesota,5
Wright,Minnesota,2
Yellow Medicine,Minnesota,10
Adams,Mississippi,6
Alcorn,Mississippi,8
Amite,Mississippi,1
Attala,Mississippi,5
Benton,Mississippi,10
Bolivar,Mississippi,6
Calhoun,Mississippi,5
Carroll,Mississippi,6
Chickasaw,Mississippi,6
Choctaw,Mississippi,1
Claiborne,Mississippi,2
Clarke,Mississippi,6
Clay,Mississippi,3
Coahoma,Mississippi,3
Copiah,Mississippi,3
Covington,Mississippi,8
DeSoto,Mississippi,2
Forrest,Mississippi,1
Franklin,Mississippi,2
George,Mississippi,2
Greene,Mississippi,3
Grenada,Mississippi,2
Hancock,Mississippi,3
Harrison,Mississippi,2
Hinds,Mississippi,2
Holmes,Mississippi,1
Humphreys,Mississippi,1
Issaquena,Mississippi,0
Itawamba,Mississippi,5
Jackson,Mississippi,2
Jasper,Mississippi,3
Jefferson,Mississippi,9
Jefferson Davis,Mississippi,4
Jones,Mississippi,3
Kemper,Mississippi,6
Lafayette,Mississippi,3
Lamar,Mississippi,3
Lauderdale,Mississippi,6
Lawrence,Mississippi,8
Leake,Mississippi,5
Lee,Mississippi,3
Leflore,Mississippi,6
Lincoln,Mississippi,6
Lowndes,Mississippi,3
Madison,Mississippi,1
Marion,Mississippi,5
Marshall,Mississippi,3
Monroe,Mississippi,6
Montgomery,Mississippi,1
Neshoba,Mississippi,6
Newton,Mississippi,2
Noxubee,Mississippi,5
Oktibbeha,Mississippi,1
Panola,Mississippi,3
Pearl River,Mississippi,5
Perry,Mississippi,1
Pike,Mississippi,5
Pontotoc,Mississippi,2
Prentiss,Mississippi,2
Quitman,Mississippi,10
Rankin,Mississippi,2
Scott,Mississippi,5
Sharkey,Mississippi,10
Simpson,Mississippi,10
Smith,Mississippi,6
Stone,Mississippi,10
Sunflower,Mississippi,3
Tallahatchie,Mississippi,3
Tate,Mississippi,8
Tippah,Mississippi,6
Tishomingo,Mississippi,10
Tunica,Mississippi,1
Union,Mississippi,4
Walthall,Mississippi,10
Warren,Mississippi,3
Washington,Mississippi,3
Wayne,Mississippi,12
Webster,Mississippi,1
Wilkinson,Mississippi,6
Winston,Mississippi,9
Yalobusha,Mississippi,2
Yazoo,Mississippi,3
Adair,Missouri,10
Andrew,Missouri,10
Atchison,Missouri,10
Audrain,Missouri,10
Barry,Missouri,10
Barton,Missouri,0
Bates,Missouri,2
Benton,Missouri,10
Bollinger,Missouri,10
Boone,Missouri,2
Buchanan,Missouri,3
Butler,Missouri,10
Caldwell,Missouri,10
Callaway,Missouri,8
Camden,Missouri,8
Cape Girardeau,Missouri,8
Carroll,Missouri,10
Carter,Missouri,2
Cass,Missouri,2
Cedar,Missouri,10
Chariton,Missouri,11
Christian,Missouri,10
Clark,Missouri,12
Clay,Missouri,8
Clinton,Missouri,10
Cole,Missouri,8
Cooper,Missouri,10
Crawford,Missouri,10
Dade,Missouri,0
Dallas,Missouri,10
Daviess,Missouri,10
DeKalb,Missouri,10
Dent,Missouri,0
Douglas,Missouri,0
Dunklin,Missouri,2
Franklin,Missouri,2
Gasconade,Missouri,10
Gentry,Missouri,10
Greene,Missouri,8
Grundy,Missouri,0
Harrison,Missouri,10
Henry,Missouri,3
Hickory,Missouri,0
Holt,Missouri,12
Howard,Missouri,10
Howell,Missouri,10
Iron,Missouri,10
Jackson,Missouri,2
Jasper,Missouri,10
Jefferson,Missouri,2
Johnson,Missouri,10
Knox,Missouri,0
Laclede,Missouri,0
Lafayette,Missouri,2
Lawrence,Missouri,0
Lewis,Missouri,2
Lincoln,Missouri,2
Linn,Missouri,2
Livingston,Missouri,10
McDonald,Missouri,10
Macon,Missouri,10
Madison,Missouri,10
Maries,Missouri,11
Marion,Missouri,10
Mercer,Missouri,0
Miller,Missouri,10
Mississippi,Missouri,10
Moniteau,Missouri,10
Monroe,Missouri,0
Montgomery,Missouri,10
Morgan,Missouri,10
New Madrid,Missouri,10
Newton,Missouri,8
Nodaway,Missouri,10
Oregon,Missouri,10
Osage,Missouri,10
Ozark,Missouri,0
Pemiscot,Missouri,3
Perry,Missouri,10
Pettis,Missouri,9
Phelps,Missouri,10
Pike,Missouri,8
Platte,Missouri,10
Polk,Missouri,10
Pulaski,Missouri,2
Putnam,Missouri,0
Ralls,Missouri,10
Randolph,Missouri,10
Ray,Missouri,10
Reynolds,Missouri,10
Ripley,Missouri,10
St. Charles,Missouri,2
St. Clair,Missouri,10
Ste. Genevieve,Missouri,2
St. Francois,Missouri,8
St. Louis,Missouri,6
Saline,Missouri,8
Schuyler,Missouri,0
Scotland,Missouri,10
Scott,Missouri,2
Shannon,Missouri,0
Shelby,Missouri,10
Stoddard,Missouri,10
Stone,Missouri,10
Sullivan,Missouri,0
Taney,Missouri,8
Texas,Missouri,0
Vernon,Missouri,10
Warren,Missouri,10
Washington,Missouri,8
Wayne,Missouri,0
Webster,Missouri,10
Worth,Missouri,10
Wright,Missouri,10
St. Louis City,Missouri,6
Beaverhead,Montana,10
Big Horn,Montana,10
Blaine,Montana,0
Broadwater,Montana,10
Carbon,Montana,10
Carter,Montana,0
Cascade,Montana,8
Chouteau,Montana,0
Custer,Montana,0
Daniels,Montana,0
Dawson,Montana,0
Deer Lodge,Montana,10
Fallon,Montana,0
Fergus,Montana,0
Flathead,Montana,8
Gallatin,Montana,9
Garfield,Montana,0
Glacier,Montana,10
Golden Valley,Montana,10
Granite,Montana,0
Hill,Montana,10
Jefferson,Montana,10
Judith Basin,Montana,0
Lake,Montana,10
Lewis and Clark,Montana,10
Liberty,Montana,12
Lincoln,Montana,8
McCone,Montana,0
Madison,Montana,2
Meagher,Montana,12
Mineral,Montana,0
Missoula,Montana,8
Musselshell,Montana,10
Park,Montana,10
Petroleum,Montana,0
Phillips,Montana,0
Pondera,Montana,10
Powder River,Montana,0
Powell,Montana,0
Prairie,Montana,0
Ravalli,Montana,10
Richland,Montana,11
Roosevelt,Montana,10
Rosebud,Montana,0
Sanders,Montana,0
Sheridan,Montana,0
Silver Bow,Montana,10
Stillwater,Montana,10
Sweet Grass,Montana,0
Teton,Montana,0
Toole,Montana,6
Treasure,Montana,0
Valley,Montana,0
Wheatland,Montana,12
Wibaux,Montana,0
Yellowstone,Montana,9
Adams,Nebraska,2
Antelope,Nebraska,10
Arthur,Nebraska,0
Banner,Nebraska,0
Blaine,Nebraska,0
Boone,Nebraska,0
Box Butte,Nebraska,10
Boyd,Nebraska,0
Brown,Nebraska,0
Buffalo,Nebraska,3
Burt,Nebraska,10
Butler,Nebraska,10
Cass,Nebraska,10
Cedar,Nebraska,11
Chase,Nebraska,0
Cherry,Nebraska,12
Cheyenne,Nebraska,10
Clay,Nebraska,10
Colfax,Nebraska,2
Cuming,Nebraska,10
Custer,Nebraska,5
Dakota,Nebraska,5
Dawes,Nebraska,0
Dawson,Nebraska,2
Deuel,Nebraska,0
Dixon,Nebraska,10
Dodge,Nebraska,9
Douglas,Nebraska,1
Dundy,Nebraska,0
Fillmore,Nebraska,10
Franklin,Nebraska,10
Frontier,Nebraska,0
Furnas,Nebraska,10
Gage,Nebraska,3
Garden,Nebraska,0
Garfield,Nebraska,0
Gosper,Nebraska,10
Grant,Nebraska,0
Greeley,Nebraska,10
Hall,Nebraska,1
Hamilton,Nebraska,5
Harlan,Nebraska,0
Hayes,Nebraska,0
Hitchcock,Nebraska,0
Holt,Nebraska,0
Hooker,Nebraska,0
Howard,Nebraska,10
Jefferson,Nebraska,10
Johnson,Nebraska,10
Kearney,Nebraska,10
Keith,Nebraska,0
Keya Paha,Nebraska,0
Kimball,Nebraska,10
Knox,Nebraska,10
Lancaster,Nebraska,2
Lincoln,Nebraska,2
Logan,Nebraska,0
Loup,Nebraska,0
McPherson,Nebraska,0
Madison,Nebraska,1
Merrick,Nebraska,10
Morrill,Nebraska,10
Nance,Nebraska,10
Nemaha,Nebraska,10
Nuckolls,Nebraska,0
Otoe,Nebraska,10
Pawnee,Nebraska,0
Perkins,Nebraska,0
Phelps,Nebraska,10
Pierce,Nebraska,10
Platte,Nebraska,9
Polk,Nebraska,10
Red Willow,Nebraska,10
Richardson,Nebraska,0
Rock,Nebraska,0
Saline,Nebraska,8
Sarpy,Nebraska,9
Saunders,Nebraska,8
Scotts Bluff,Nebraska,10
Seward,Nebraska,3
Sheridan,Nebraska,0
Sherman,Nebraska,10
Sioux,Nebraska,0
Stanton,Nebraska,10
Thayer,Nebraska,0
Thomas,Nebraska,0
Thurston,Nebraska,10
Valley,Nebraska,10
Washington,Nebraska,8
Wayne,Nebraska,10
Webster,Nebraska,10
Wheeler,Nebraska,0
York,Nebraska,10
Churchill,Nevada,8
Clark,Nevada,3
Douglas,Nevada,10
Elko,Nevada,2
Esmeralda,Nevada,0
Eureka,Nevada,0
Humboldt,Nevada,5
Lander,Nevada,10
Lincoln,Nevada,0
Lyon,Nevada,12
Mineral,Nevada,10
Nye,Nevada,9
Pershing,Nevada,0
Storey,Nevada,0
Washoe,Nevada,3
White Pine,Nevada,10
Carson City,Nevada,8
Belknap,New Hampshire,10
Carroll,New Hampshire,10
Cheshire,New Hampshire,8
Coos,New Hampshire,10
Grafton,New Hampshire,9
Hillsborough,New Hampshire,3
Merrimack,New Hampshire,8
Rockingham,New Hampshire,2
Strafford,New Hampshire,2
Sullivan,New Hampshire,8
Atlantic,New Jersey,1
Bergen,New Jersey,6
Burlington,New Jersey,6
Camden,New Jersey,6
Cape May,New Jersey,5
Cumberland,New Jersey,1
Essex,New Jersey,6
Gloucester,New Jersey,6
Hudson,New Jersey,6
Hunterdon,New Jersey,6
Mercer,New Jersey,6
Middlesex,New Jersey,6
Monmouth,New Jersey,6
Morris,New Jersey,6
Ocean,New Jersey,6
Passaic,New Jersey,6
Salem,New Jersey,1
Somerset,New Jersey,6
Sussex,New Jersey,6
Union,New Jersey,6
Warren,New Jersey,6
Bernalillo,New Mexico,3
Catron,New Mexico,2
Chaves,New Mexico,8
Cibola,New Mexico,3
Colfax,New Mexico,10
Curry,New Mexico,10
De Baca,New Mexico,0
Dona Ana,New Mexico,7
Eddy,New Mexico,2
Grant,New Mexico,10
Guadalupe,New Mexico,10
Harding,New Mexico,12
Hidalgo,New Mexico,0
Lea,New Mexico,10
Lincoln,New Mexico,10
Los Alamos,New Mexico,10
Luna,New Mexico,8
McKinley,New Mexico,6
Mora,New Mexico,0
Otero,New Mexico,8
Quay,New Mexico,2
Rio Arriba,New Mexico,12
Roosevelt,New Mexico,10
Sandoval,New Mexico,2
San Juan,New Mexico,6
San Miguel,New Mexico,10
Santa Fe,New Mexico,9
Sierra,New Mexico,0
Socorro,New Mexico,2
Taos,New Mexico,10
Torrance,New Mexico,8
Union,New Mexico,10
Valencia,New Mexico,9
Albany,New York,5
Allegany,New York,7
Bronx,New York,0
Broome,New York,1
Cattaraugus,New York,10
Cayuga,New York,8
Chautauqua,New York,2
Chemung,New York,8
Chenango,New York,10
Clinton,New York,2
Columbia,New York,1
Cortland,New York,10
Delaware,New York,2
Dutchess,New York,5
Erie,New York,6
Essex,New York,10
Franklin,New York,10
Fulton,New York,2
Genesee,New York,2
Greene,New York,5
Hamilton,New York,10
Herkimer,New York,3
Jefferson,New York,10
Kings,New York,0
Lewis,New York,10
Livingston,New York,3
Madison,New York,3
Monroe,New York,1
Montgomery,New York,2
Nassau,New York,6
New York,New York,6
Niagara,New York,5
Oneida,New York,3
Onondaga,New York,3
Ontario,New York,2
Orange,New York,6
Orleans,New York,6
Oswego,New York,8
Otsego,New York,2
Putnam,New York,5
Queens,New York,0
Rensselaer,New York,3
Richmond,New York,0
Rockland,New York,6
St. Lawrence,New York,9
Saratoga,New York,2
Schenectady,New York,5
Schoharie,New York,10
Schuyler,New York,10
Seneca,New York,10
Steuben,New York,5
Suffolk,New York,6
Sullivan,New York,1
Tioga,New York,5
Tompkins,New York,10
Ulster,New York,5
Warren,New York,2
Washington,New York,3
Wayne,New York,8
Westchester,New York,6
Wyoming,New York,3
Yates,New York,2
Alamance,North Carolina,2
Alexander,North Carolina,10
Alleghany,North Carolina,10
Anson,North Carolina,12
Ashe,North Carolina,10
Avery,North Carolina,0
Beaufort,North Carolina,10
Bertie,North Carolina,1
Bladen,North Carolina,8
Brunswick,North Carolina,8
Buncombe,North Carolina,2
Burke,North Carolina,1
Cabarrus,North Carolina,3
Caldwell,North Carolina,9
Camden,North Carolina,10
Carteret,North Carolina,8
Caswell,North Carolina,8
Catawba,North Carolina,7
Chatham,North Carolina,3
Cherokee,North Carolina,7
Chowan,North Carolina,10
Clay,North Carolina,10
Cleveland,North Carolina,8
Columbus,North Carolina,1
Craven,North Carolina,3
Cumberland,North Carolina,3
Currituck,North Carolina,10
Dare,North Carolina,8
Davidson,North Carolina,2
Davie,North Carolina,3
Duplin,North Carolina,3
Durham,North Carolina,3
Edgecombe,North Carolina,3
Forsyth,North Carolina,2
Franklin,North Carolina,5
Gaston,North Carolina,7
Gates,North Carolina,8
Graham,North Carolina,0
Granville,North Carolina,3
Greene,North Carolina,2
Guilford,North Carolina,3
Halifax,North Carolina,2
Harnett,North Carolina,3
Haywood,North Carolina,10
Henderson,North Carolina,5
Hertford,North Carolina,1
Hoke,North Carolina,9
Hyde,North Carolina,10
Iredell,North Carolina,2
Jackson,North Carolina,9
Johnston,North Carolina,1
Jones,North Carolina,5
Lee,North Carolina,8
Lenoir,North Carolina,3
Lincoln,North Carolina,10
McDowell,North Carolina,7
Macon,North Carolina,1
Madison,North Carolina,10
Martin,North Carolina,2
Mecklenburg,North Carolina,3
Mitchell,North Carolina,10
Montgomery,North Carolina,1
Moore,North Carolina,2
Nash,North Carolina,2
New Hanover,North Carolina,8
Northampton,North Carolina,5
Onslow,North Carolina,7
Orange,North Carolina,5
Pamlico,North Carolina,10
Pasquotank,North Carolina,3
Pender,North Carolina,8
Perquimans,North Carolina,8
Person,North Carolina,8
Pitt,North Carolina,7
Polk,North Carolina,8
Randolph,North Carolina,3
Richmond,North Carolina,3
Robeson,North Carolina,3
Rockingham,North Carolina,2
Rowan,North Carolina,5
Rutherford,North Carolina,2
Sampson,North Carolina,8
Scotland,North Carolina,10
Stanly,North Carolina,3
Stokes,North Carolina,10
Surry,North Carolina,8
Swain,North Carolina,10
Transylvania,North Carolina,10
Tyrrell,North Carolina,10
Union,North Carolina,2
Vance,North Carolina,1
Wake,North Carolina,8
Warren,North Carolina,9
Washington,North Carolina,5
Watauga,North Carolina,10
Wayne,North Carolina,3
Wilkes,North Carolina,1
Wilson,North Carolina,3
Yadkin,North Carolina,3
Yancey,North Carolina,0
Adams,North Dakota,0
Barnes,North Dakota,10
Benson,North Dakota,0
Billings,North Dakota,0
Bottineau,North Dakota,0
Bowman,North Dakota,12
Burke,North Dakota,10
Burleigh,North Dakota,10
Cass,North Dakota,1
Cavalier,North Dakota,0
Dickey,North Dakota,0
Divide,North Dakota,12
Dunn,North Dakota,10
Eddy,North Dakota,10
Emmons,North Dakota,1
Foster,North Dakota,12
Golden Valley,North Dakota,0
Grand Forks,North Dakota,8
Grant,North Dakota,10
Griggs,North Dakota,0
Hettinger,North Dakota,0
Kidder,North Dakota,0
LaMoure,North Dakota,0
Logan,North Dakota,0
McHenry,North Dakota,5
McIntosh,North Dakota,12
McKenzie,North Dakota,10
McLean,North Dakota,10
Mercer,North Dakota,0
Morton,North Dakota,3
Mountrail,North Dakota,10
Nelson,North Dakota,10
Oliver,North Dakota,12
Pembina,North Dakota,10
Pierce,North Dakota,11
Ramsey,North Dakota,9
Ransom,North Dakota,10
Renville,North Dakota,0
Richland,North Dakota,10
Rolette,North Dakota,10
Sargent,North Dakota,10
Sheridan,North Dakota,0
Sioux,North Dakota,10
Slope,North Dakota,10
Stark,North Dakota,2
Steele,North Dakota,0
Stutsman,North Dakota,10
Towner,North Dakota,0
Traill,North Dakota,0
Walsh,North Dakota,10
Ward,North Dakota,8
Wells,North Dakota,11
Williams,North Dakota,10
Adams,Ohio,9
Allen,Ohio,5
Ashland,Ohio,10
Ashtabula,Ohio,1
Athens,Ohio,2
Auglaize,Ohio,3
Belmont,Ohio,4
Brown,Ohio,2
Butler,Ohio,2
Carroll,Ohio,8
Champaign,Ohio,2
Clark,Ohio,2
Clermont,Ohio,7
Clinton,Ohio,9
Columbiana,Ohio,1
Coshocton,Ohio,10
Crawford,Ohio,8
Cuyahoga,Ohio,3
Darke,Ohio,1
Defiance,Ohio,8
Delaware,Ohio,2
Erie,Ohio,1
Fairfield,Ohio,8
Fayette,Ohio,10
Franklin,Ohio,3
Fulton,Ohio,10
Gallia,Ohio,2
Geauga,Ohio,5
Greene,Ohio,2
Guernsey,Ohio,12
Hamilton,Ohio,3
Hancock,Ohio,8
Hardin,Ohio,10
Harrison,Ohio,10
Henry,Ohio,10
Highland,Ohio,8
Hocking,Ohio,3
Holmes,Ohio,3
Huron,Ohio,2
Jackson,Ohio,10
Jefferson,Ohio,8
Knox,Ohio,7
Lake,Ohio,2
Lawrence,Ohio,12
Licking,Ohio,2
Logan,Ohio,10
Lorain,Ohio,2
Lucas,Ohio,1
Madison,Ohio,1
Mahoning,Ohio,6
Marion,Ohio,5
Medina,Ohio,3
Meigs,Ohio,10
Mercer,Ohio,1
Miami,Ohio,1
Monroe,Ohio,3
Montgomery,Ohio,7
Morgan,Ohio,10
Morrow,Ohio,8
Muskingum,Ohio,10
Noble,Ohio,10
Ottawa,Ohio,2
Paulding,Ohio,10
Perry,Ohio,8
